term,name,district,party,counties,image_link,senator_link,speaker
2020 - 2022,"Alexander, Ramon",8,Democrat,Gadsden and part of  Leon,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4640.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4640&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Aloupis, Jr., Vance Arthur",115,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4713.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4713&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Altman, Thad",52,Republican,Part of Brevard,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4329.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4329&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Andrade, Robert Alexander ""Alex""",2,Republican,"Parts of Escambia, Santa Rosa",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4710.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4710&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Arrington, Kristen Aston",43,Democrat,Part of Osceola,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4774.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4774&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Avila, Bryan",111,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4615.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4615&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Barnaby, Webster",27,Republican,Part of Volusia,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4770.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4770&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Bartleman, Robin",104,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4793.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4793&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Bell, Melony M.",56,Republican,"DeSoto, Hardee and part of Polk",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4753.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4753&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Beltran, Mike",57,Republican,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4747.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4747&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Benjamin, Christopher",107,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4795.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4795&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Borrero, David",105,Republican,"Parts of Broward, Collier, Miami-Dade",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4794.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4794&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Botana, Adam",76,Republican,Part of Lee,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4782.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4782&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Brannan III, Robert Charles ""Chuck""",10,Republican,"Baker, Columbia, Hamilton, Suwannee and part of Alachua",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4708.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4708&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Brown, Kamia L.",45,Democrat,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4625.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4625&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Buchanan, James",74,Republican,Part of Sarasota,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4731.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4731&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Burton, Colleen",40,Republican,Part of Polk,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4616.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4616&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Busatta Cabrera, Demi",114,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4800.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4800&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Bush  III, Dr. James",109,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4011.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4011&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Byrd, Cord",11,Republican,Nassau and part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4632.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4632&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Caruso, Michael A. ""Mike""",89,Republican,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4754.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4754&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Casello, Joseph A. ""Joe""",90,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4750.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4750&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Chambliss, Kevin D.",117,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4798.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4798&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Chaney, Linda",69,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4778.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4778&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Clemons, Sr., Charles Wesley ""Chuck""",21,Republican,"Dixie, Gilchrist and part of Alachua",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4655.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4655&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Daley, Dan",97,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4757.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4757&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Davis, Tracie",13,Democrat,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4651.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4651&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Diamond, Ben",68,Democrat,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4657.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4657&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"DiCeglie, Nick",66,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4735.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4735&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Drake, Brad",5,Republican,"Holmes, Jackson, Walton, Washington and part of Bay ",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4436.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4436&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Driskell, Fentrice",63,Democrat,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4745.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4745&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"DuBose, Bobby B.",94,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4612.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4612&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Duggan, Wyman",15,Republican,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4712.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4712&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Duran, Nicholas X.",112,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4650.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4650&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Eskamani, Anna  V.",47,Democrat,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4746.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4746&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Fabricio, Tom",103,Republican,"Parts of Broward, Miami-Dade",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4792.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4792&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Fernandez-Barquin, Juan Alfonso",119,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4709.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4709&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Fetterhoff, Elizabeth Anne",26,Republican,Part of Volusia,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4717.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4717&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Fine, Randy",53,Republican,Part of Brevard,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4646.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4646&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Fischer, Jason",16,Republican,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4639.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4639&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Garrison, Sam",18,Republican,Part of Clay,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4767.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4767&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Geller, Joseph",100,Democrat,"Parts of Broward, Miami-Dade",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4614.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4614&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Giallombardo, Mike",77,Republican,Part of Lee,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4783.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4783&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Goff-Marcil, Joy",30,Democrat,"Parts of Orange, Seminole",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4720.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4720&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Gottlieb, Michael ""Mike""",98,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4724.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4724&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Grall, Erin",54,Republican,Indian River and part of St. Lucie,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4637.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4637&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Grant, Michael",75,Republican,Charlotte,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4349.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4349&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Gregory, Tommy",73,Republican,"Parts of Manatee, Sarasota",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4732.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4732&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Grieco, Michael",113,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4715.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4715&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Hage, Brett Thomas",33,Republican,"Sumter and parts of Lake, Marion",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4727.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4727&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Harding, Joe",22,Republican,Levy and part of Marion,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4769.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4769&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Hardy, Omari",88,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4790.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4790&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Hart, Dianne ""Ms Dee""",61,Democrat,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4736.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4736&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Hawkins, Fred",42,Republican,"Parts of Osceola, Polk",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4773.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4773&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Hinson, Yvonne Hayes",20,Democrat,"Parts of Alachua, Marion",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4768.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4768&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Hunschofsky, Christine",96,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4799.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4799&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Ingoglia, Blaise",35,Republican,Part of Hernando,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4603.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4603&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Jenne, Evan",99,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4365.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4365&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Joseph, Dotie",108,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4716.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4716&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Killebrew, Sam H.",41,Republican,Part of Polk,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4644.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4644&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Koster, Traci",64,Republican,"Parts of Hillsborough, Pinellas",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4779.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4779&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"LaMarca, Chip",93,Republican,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4722.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4722&LegislativeTermId=89,Speaker Sprowls
2020 - 2022,"Latvala, Chris",67,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4610.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4610&LegislativeTermId=89,Speaker Sprowls
